City,SKU,January,February,March,April,May,June,July,August,September,October,November,December,Annual Demand
Memphis,JE011,140,171,132,144,154,147,170,147,158,161,192,172,1888
Memphis,JE012,149,159,192,138,153,195,195,183,180,207,208,190,2149
Memphis,JE041,228,185,112,150,194,235,170,158,131,192,203,194,2152
Memphis,JE067,171,129,161,175,151,193,196,169,126,223,164,188,2046
Memphis,JE087,148,168,142,171,206,210,237,144,160,169,194,166,2115
Memphis,SH001,185,168,209,135,132,205,170,199,159,137,158,239,2096
Memphis,SH004,65,59,68,190,264,235,231,211,162,82,72,66,1705
Memphis,SH010,167,142,124,154,205,188,160,218,192,214,209,163,2136
Memphis,SH027,63,94,92,170,267,297,270,256,162,81,76,72,1900
Memphis,SH031,34,20,36,122,184,310,334,329,187,18,28,22,1624
Memphis,SH033,22,44,23,52,39,27,56,18,6,21,42,39,389
Memphis,SH055,59,83,73,185,222,237,284,263,198,94,82,86,1866
Memphis,SH074,53,71,70,179,190,262,260,234,140,81,73,83,1696
Memphis,SH075,58,77,54,203,303,233,297,232,151,85,82,72,1847
Memphis,SH098,168,208,205,204,162,195,237,225,140,158,189,127,2218
Memphis,SK003,150,214,163,215,219,157,198,167,163,161,224,158,2189
Memphis,SK015,174,150,172,153,139,199,157,219,207,130,212,159,2071
Memphis,SK092,124,177,152,206,199,159,220,187,168,168,163,235,2158
Memphis,SW002,29,24,36,163,166,50,20,20,21,37,21,35,622
Memphis,SW007,24,24,35,199,208,45,33,56,19,19,26,34,722
Memphis,SW029,30,25,33,135,177,41,21,38,15,29,33,48,625
Memphis,SW036,28,27,28,183,152,53,24,24,36,19,27,16,617
Memphis,SW061,15,31,42,225,238,31,34,20,19,27,31,48,761
Memphis,T-006,148,143,205,189,182,174,198,236,203,90,138,155,2061
Memphis,T-009,161,218,149,202,189,145,204,161,152,66,171,134,1952
Memphis,T-022,171,137,184,132,193,163,157,180,134,154,192,126,1923
Memphis,T-025,199,167,177,160,159,134,138,156,199,160,193,147,1989
Memphis,T-054,144,187,191,141,209,146,210,157,152,157,196,149,2039
Mesa,AC014,33,30,48,169,98,192,152,118,111,94,50,38,1133
Mesa,AC016,83,71,96,74,118,89,99,68,69,107,96,63,1033
Mesa,AC043,94,111,109,86,145,100,93,117,84,84,84,91,1198
Mesa,AC056,13,18,16,34,29,2,17,15,5,6,19,7,181
Mesa,DR017,68,31,66,73,78,91,100,113,75,42,54,44,835
Mesa,DR021,45,25,52,81,88,149,146,151,96,42,33,47,955
Mesa,DR063,38,32,61,110,70,157,132,120,75,43,76,53,967
Mesa,DR086,49,70,55,107,66,152,115,144,121,60,28,59,1026
Mesa,HA023,21,27,14,74,29,34,8,19,4,5,23,30,288
Mesa,HA024,122,59,96,99,86,103,74,85,81,73,86,73,1037
Mesa,HA030,89,95,72,64,83,93,87,98,96,86,115,84,1062
Mesa,HA035,102,91,77,77,115,62,88,80,76,80,126,99,1073
Mesa,JA005,17,14,16,40,28,37,34,98,9,3,26,13,335
Mesa,JA018,24,34,4,32,35,41,37,119,12,22,24,18,402
Mesa,JA032,18,15,15,27,40,36,29,62,8,29,15,29,323
Mesa,JA037,17,21,21,51,39,41,40,71,10,21,10,20,362
Mesa,JA084,18,17,8,31,33,47,40,84,6,16,22,26,348
Mesa,JE011,77,88,73,83,94,86,72,80,77,80,84,106,1000
Mesa,JE012,98,85,78,70,63,116,85,86,96,113,113,80,1083
Mesa,JE041,113,92,81,68,121,104,71,70,75,115,85,92,1087
Mesa,JE067,115,80,68,102,89,114,103,112,64,109,68,80,1104
Mesa,JE087,81,104,82,76,111,119,91,63,67,102,93,97,1086
Mesa,SH001,85,110,121,73,87,105,69,90,80,87,96,102,1105
Mesa,SH004,41,29,25,110,141,110,135,109,89,36,35,44,904
Mesa,SH010,68,64,72,94,116,95,71,114,125,95,101,69,1084
Mesa,SH027,27,38,47,109,126,144,174,111,108,42,47,50,1023
Mesa,SH031,18,11,16,78,95,143,175,141,108,11,16,10,822
Mesa,SH033,10,22,10,25,17,12,28,9,4,7,11,19,174
Mesa,SH055,30,47,43,98,91,111,151,130,84,35,40,49,909
Mesa,SH074,24,35,28,114,113,137,123,121,91,40,46,37,909
Mesa,SH075,32,41,30,92,178,108,138,144,74,47,38,43,965
Mesa,SH098,76,94,97,91,83,96,92,115,77,72,105,76,1074
Mesa,SK003,91,84,84,117,104,91,88,102,105,77,83,88,1114
Mesa,SK015,83,79,103,73,80,84,67,108,78,87,100,107,1049
Mesa,SK092,56,112,69,92,75,111,112,82,81,88,100,128,1106
Mesa,SW002,10,12,7,75,82,23,12,9,4,16,24,20,294
Mesa,SW007,18,12,8,84,107,23,18,33,5,9,15,7,339
Mesa,SW029,16,22,14,78,76,24,10,19,15,8,10,12,304
Mesa,SW036,10,25,13,87,90,28,13,12,6,19,10,30,343
Mesa,SW061,14,9,29,85,96,17,21,12,8,8,13,20,332
Mesa,T-006,72,85,90,118,107,97,116,96,106,43,69,94,1093
Mesa,T-009,98,115,70,117,86,82,95,86,68,37,96,61,1011
Mesa,T-022,98,86,112,60,106,84,91,81,80,71,95,77,1041
Mesa,T-025,121,85,122,84,95,67,82,98,83,79,93,73,1082
Mesa,T-054,66,101,103,93,95,99,100,108,67,90,81,67,1070
Miami,AC014,24,24,30,98,70,103,143,109,85,53,37,27,803
Miami,AC016,60,54,65,65,63,65,88,59,61,64,85,63,792
Miami,AC043,67,74,80,51,85,78,82,95,64,67,48,73,864
Miami,AC056,6,8,5,23,24,1,14,12,6,8,13,10,130
Miami,DR017,55,29,57,54,70,62,71,74,66,26,42,35,641
Miami,DR021,42,19,41,51,83,93,141,99,74,30,35,43,751
Miami,DR063,35,20,50,80,72,90,101,114,58,28,41,43,732
Miami,DR086,34,50,43,86,54,142,77,121,87,43,21,39,797
Miami,HA023,20,6,22,65,17,21,8,12,2,8,20,8,209
Miami,HA024,74,63,61,67,56,72,65,79,47,61,95,59,799
Miami,HA030,71,78,70,56,68,74,60,67,73,70,79,55,821
Miami,HA035,77,65,61,55,87,59,66,67,71,61,68,74,811
Miami,JA005,5,11,10,26,20,22,30,67,9,3,19,17,239
Miami,JA018,16,25,6,28,25,36,40,63,7,15,15,7,283
Miami,JA032,11,21,8,22,29,26,18,64,7,18,18,9,251
Miami,JA037,12,20,10,40,37,33,36,59,13,7,14,21,302
Miami,JA084,13,13,5,27,27,30,24,74,9,15,8,16,261
Miami,JE011,56,64,44,60,63,69,61,61,64,78,66,69,755
Miami,JE012,59,50,72,60,46,79,76,68,67,80,84,70,811
Miami,JE041,66,78,42,52,73,72,52,58,52,68,72,64,749
Miami,JE067,67,50,65,78,60,67,63,85,58,84,63,70,810
Miami,JE087,46,56,59,61,77,81,84,47,51,74,79,80,795
Miami,SH001,59,91,72,64,46,66,68,72,62,45,55,93,793
Miami,SH004,26,22,27,78,111,92,100,84,51,28,26,29,674
Miami,SH010,54,47,58,64,91,60,47,85,74,62,70,53,765
Miami,SH027,24,29,36,72,100,100,109,79,64,32,31,35,711
Miami,SH031,12,8,12,51,88,143,103,133,78,8,12,10,658
Miami,SH033,12,22,7,17,15,12,19,8,1,11,16,15,155
Miami,SH055,22,32,37,57,74,94,98,130,79,28,32,30,713
Miami,SH074,22,24,25,63,68,113,119,78,63,27,25,33,660
Miami,SH075,20,27,26,68,105,96,140,91,50,31,33,35,722
Miami,SH098,71,81,74,68,56,57,79,74,60,61,74,59,814
Miami,SK003,50,73,77,74,86,58,92,63,64,58,68,72,835
Miami,SK015,71,73,63,53,51,71,68,84,81,59,72,82,828
Miami,SK092,60,74,59,76,59,69,71,77,61,63,72,79,820
Miami,SW002,17,9,10,63,60,16,8,7,4,13,15,10,232
Miami,SW007,6,20,8,79,72,15,13,20,12,7,8,7,267
Miami,SW029,13,6,11,54,57,22,8,12,6,10,9,22,230
Miami,SW036,12,6,23,84,71,17,9,10,13,16,16,14,291
Miami,SW061,8,16,13,76,82,14,15,8,7,19,14,11,283
Miami,T-006,69,58,91,70,74,58,86,87,68,39,51,70,821
Miami,T-009,74,75,55,90,79,63,90,66,55,25,57,60,789
Miami,T-022,68,66,69,57,63,67,73,54,59,66,66,54,762
Miami,T-025,82,54,91,66,62,52,59,73,62,58,65,57,781
Miami,T-054,52,64,87,63,85,66,80,64,63,72,58,59,813
Milwaukee,AC014,51,45,49,174,133,192,201,163,107,107,49,33,1304
Milwaukee,AC016,98,96,107,89,133,99,126,97,80,129,128,79,1261
Milwaukee,AC043,113,113,106,90,142,107,129,121,93,96,88,97,1295
Milwaukee,AC056,170,172,129,33,32,3,23,17,95,90,171,158,1093
Milwaukee,DR017,81,42,72,96,102,97,92,108,92,53,67,64,966
Milwaukee,DR021,54,41,58,88,136,124,205,174,96,55,42,62,1135
Milwaukee,DR063,49,37,73,122,100,163,158,168,105,42,80,72,1169
Milwaukee,DR086,59,67,83,126,78,216,147,181,123,72,37,60,1249
Milwaukee,HA023,139,202,164,108,32,32,13,20,29,85,170,174,1168
Milwaukee,HA024,121,84,113,125,92,87,91,94,85,76,106,100,1174
Milwaukee,HA030,119,109,101,81,110,116,91,122,94,115,139,101,1298
Milwaukee,HA035,109,84,96,85,120,74,88,95,100,89,122,107,1169
Milwaukee,JA005,144,157,96,42,34,40,52,90,138,50,149,217,1209
Milwaukee,JA018,158,215,72,39,35,55,48,114,95,182,134,117,1264
Milwaukee,JA032,119,152,120,34,37,41,35,91,71,186,187,187,1260
Milwaukee,JA037,132,172,125,49,52,53,60,92,136,217,137,175,1400
Milwaukee,JA084,125,125,115,42,39,48,47,102,97,163,139,173,1215
Milwaukee,JE011,93,134,74,87,94,97,95,92,96,87,90,107,1146
Milwaukee,JE012,108,93,105,98,97,123,107,120,115,93,117,99,1275
Milwaukee,JE041,120,125,92,84,112,122,87,84,85,108,123,107,1249
Milwaukee,JE067,101,98,104,104,99,125,104,99,78,112,93,108,1225
Milwaukee,JE087,80,110,89,94,143,141,139,97,92,96,91,100,1272
Milwaukee,SH001,124,118,139,89,90,118,109,118,87,86,109,110,1297
Milwaukee,SH004,46,34,39,143,171,138,143,148,81,55,49,48,1095
Milwaukee,SH010,84,93,85,108,124,115,85,131,110,112,112,93,1252
Milwaukee,SH027,37,55,55,120,149,192,197,167,99,47,46,49,1213
Milwaukee,SH031,18,12,20,78,141,208,188,172,126,10,15,14,1002
Milwaukee,SH033,156,163,97,28,22,17,35,11,22,117,161,166,995
Milwaukee,SH055,38,51,56,107,111,148,169,179,139,48,50,50,1146
Milwaukee,SH074,34,41,38,117,125,184,143,134,104,47,42,49,1058
Milwaukee,SH075,43,49,36,119,168,127,173,139,97,44,50,58,1103
Milwaukee,SH098,123,132,127,113,101,107,143,120,104,109,122,86,1387
Milwaukee,SK003,97,115,102,140,130,101,134,118,119,83,115,105,1359
Milwaukee,SK015,103,102,112,87,79,128,88,104,110,98,118,112,1241
Milwaukee,SK092,80,107,101,122,109,124,107,117,107,87,97,127,1285
Milwaukee,SW002,158,116,150,114,101,33,14,13,91,158,170,163,1281
Milwaukee,SW007,135,153,172,93,117,28,24,30,104,169,118,151,1294
Milwaukee,SW029,166,159,162,82,121,31,10,24,94,140,160,156,1305
Milwaukee,SW036,182,156,183,110,101,30,14,13,124,176,137,193,1419
Milwaukee,SW061,129,158,169,113,119,22,25,15,112,167,166,144,1339
Milwaukee,T-006,86,86,144,122,124,108,114,134,108,46,100,106,1278
Milwaukee,T-009,96,129,101,114,91,95,119,96,81,38,100,90,1150
Milwaukee,T-022,87,96,120,75,110,98,92,114,90,91,128,83,1184
Milwaukee,T-025,149,100,120,118,103,76,82,101,112,83,111,99,1254
Milwaukee,T-054,85,94,136,99,98,108,120,95,91,101,109,87,1223
Minneapolis,AC014,35,31,46,133,100,165,140,123,84,80,41,28,1006
Minneapolis,AC016,84,75,90,79,110,74,107,75,57,82,81,70,984
Minneapolis,AC043,66,92,91,81,99,90,82,95,85,89,68,94,1032
Minneapolis,AC056,122,134,86,27,26,2,16,15,71,64,141,139,843
Minneapolis,DR017,59,30,73,80,88,67,88,91,85,37,58,52,808
Minneapolis,DR021,40,30,49,63,112,120,157,164,79,44,38,40,936
Minneapolis,DR063,39,33,67,85,81,137,97,120,75,31,61,59,885
Minneapolis,DR086,43,64,52,111,57,158,109,143,80,70,27,42,956
Minneapolis,HA023,130,145,156,85,21,27,8,19,21,66,142,128,948
Minneapolis,HA024,108,63,88,110,74,79,82,78,64,71,101,72,990
Minneapolis,HA030,86,85,79,72,77,75,83,80,81,92,91,64,965
Minneapolis,HA035,89,77,86,69,101,68,76,66,90,75,87,86,970
Minneapolis,JA005,124,116,78,33,29,29,39,72,119,40,112,149,940
Minneapolis,JA018,132,165,59,32,31,49,38,91,71,141,116,110,1035
Minneapolis,JA032,100,143,87,24,39,33,26,80,70,153,166,138,1059
Minneapolis,JA037,108,153,88,43,42,44,49,62,94,151,107,136,1077
Minneapolis,JA084,125,130,90,30,28,32,40,86,100,124,102,102,989
Minneapolis,JE011,73,96,59,67,82,71,72,82,79,91,91,79,942
Minneapolis,JE012,85,70,82,68,61,95,83,78,95,95,84,88,984
Minneapolis,JE041,96,92,58,73,91,92,77,79,63,86,83,83,973
Minneapolis,JE067,89,72,76,83,74,90,86,102,63,87,69,87,978
Minneapolis,JE087,65,74,61,83,80,89,112,62,71,89,70,80,936
Minneapolis,SH001,96,98,104,68,67,80,76,73,70,77,79,113,1001
Minneapolis,SH004,37,27,27,99,135,121,99,115,82,38,38,43,861
Minneapolis,SH010,71,73,61,66,84,101,75,101,92,79,83,68,954
Minneapolis,SH027,34,47,49,76,111,146,140,102,91,35,41,35,907
Minneapolis,SH031,14,8,13,55,95,139,166,145,86,9,13,10,753
Minneapolis,SH033,136,161,69,19,17,13,29,10,17,92,124,150,837
Minneapolis,SH055,26,43,36,78,97,121,156,139,85,38,42,35,896
Minneapolis,SH074,29,33,30,90,90,122,125,109,72,32,38,38,808
Minneapolis,SH075,32,36,28,93,128,94,144,110,81,33,40,41,860
Minneapolis,SH098,80,99,90,82,78,67,114,82,71,71,85,64,983
Minneapolis,SK003,65,86,84,89,101,68,97,78,95,84,109,80,1036
Minneapolis,SK015,76,73,84,80,65,82,85,109,98,75,88,84,999
Minneapolis,SK092,62,97,79,78,93,100,105,96,83,88,82,99,1062
Minneapolis,SW002,115,89,115,81,78,24,12,11,71,140,131,136,1003
Minneapolis,SW007,112,139,125,76,79,19,17,28,83,138,109,106,1031
Minneapolis,SW029,125,117,100,67,92,21,8,19,65,115,112,161,1002
Minneapolis,SW036,166,113,159,88,75,24,11,10,92,105,90,136,1069
Minneapolis,SW061,117,138,149,83,91,17,17,11,77,114,101,127,1042
Minneapolis,T-006,62,70,106,92,67,88,90,104,89,40,72,73,953
Minneapolis,T-009,67,102,73,113,83,67,96,83,70,34,85,78,951
Minneapolis,T-022,72,69,98,78,90,88,93,77,70,70,102,64,971
Minneapolis,T-025,97,68,99,78,72,80,69,92,87,78,99,77,996
Minneapolis,T-054,61,74,110,80,86,77,104,92,69,68,82,71,974
Nashville,AC014,52,43,57,208,144,207,199,174,143,113,57,46,1443
Nashville,AC016,115,111,104,97,138,109,111,88,88,109,122,73,1265
Nashville,AC043,112,139,130,103,148,126,123,138,112,99,101,122,1453
Nashville,AC056,137,154,107,37,38,3,20,16,97,101,177,150,1037
Nashville,DR017,83,38,74,103,119,81,109,112,103,48,68,62,1000
Nashville,DR021,56,39,65,84,144,151,188,198,92,48,50,51,1166
Nashville,DR063,45,35,78,112,87,177,128,146,104,40,69,76,1097
Nashville,DR086,50,70,77,150,87,202,169,177,145,78,37,58,1300
Nashville,HA023,190,164,186,94,30,33,13,21,28,97,193,163,1212
Nashville,HA024,148,83,141,117,112,107,105,108,90,86,132,109,1338
Nashville,HA030,127,128,97,110,125,129,88,113,118,107,141,85,1368
Nashville,HA035,104,96,119,104,119,84,94,87,94,91,141,113,1246
Nashville,JA005,167,162,99,48,33,33,53,104,134,58,157,228,1276
Nashville,JA018,160,228,80,34,36,70,53,134,97,194,164,122,1372
Nashville,JA032,166,189,113,39,42,41,33,84,88,235,211,185,1426
Nashville,JA037,146,176,116,52,63,63,64,83,144,210,125,195,1437
Nashville,JA084,140,169,103,46,38,57,55,130,142,145,115,140,1280
Nashville,JE011,90,135,74,100,113,88,85,115,117,99,118,101,1235
Nashville,JE012,123,104,133,99,98,145,112,94,112,104,120,100,1344
Nashville,JE041,107,120,76,95,121,115,109,112,89,100,134,122,1300
Nashville,JE067,106,82,81,128,98,129,113,135,102,119,108,98,1299
Nashville,JE087,96,97,78,112,144,128,144,83,81,124,102,110,1299
Nashville,SH001,117,136,120,105,97,109,88,125,93,93,107,129,1319
Nashville,SH004,54,42,33,111,162,149,168,126,99,54,55,49,1102
Nashville,SH010,88,94,75,93,122,138,108,131,132,119,133,98,1331
Nashville,SH027,37,49,56,105,139,172,206,139,124,52,46,58,1183
Nashville,SH031,17,14,21,82,139,234,201,176,113,12,17,14,1040
Nashville,SH033,171,188,96,25,25,15,42,11,22,114,172,182,1063
Nashville,SH055,36,55,45,100,152,151,197,162,122,58,44,53,1175
Nashville,SH074,32,44,47,131,115,157,187,118,111,59,56,43,1100
Nashville,SH075,39,41,35,136,184,133,167,150,93,58,51,47,1134
Nashville,SH098,122,141,152,113,101,95,138,119,111,98,132,82,1404
Nashville,SK003,119,146,93,108,143,106,132,136,121,104,137,117,1462
Nashville,SK015,118,89,107,87,92,113,105,134,113,95,129,117,1299
Nashville,SK092,72,113,81,101,107,133,120,105,122,95,126,136,1311
Nashville,SW002,155,163,153,96,97,30,13,13,101,198,168,158,1345
Nashville,SW007,139,158,185,109,141,29,21,40,103,169,113,160,1367
Nashville,SW029,164,165,146,100,115,34,12,27,108,132,163,180,1346
Nashville,SW036,203,153,173,118,81,39,14,15,133,167,135,196,1427
Nashville,SW061,139,151,158,139,118,19,24,14,125,153,145,163,1348
Nashville,T-006,97,105,121,135,94,96,110,147,103,57,105,90,1260
Nashville,T-009,108,123,97,139,116,79,108,96,80,41,95,87,1169
Nashville,T-022,119,84,99,80,109,124,120,125,101,94,116,88,1259
Nashville,T-025,126,97,131,106,101,84,100,109,120,98,134,79,1285
Nashville,T-054,96,118,142,109,106,97,133,111,85,122,117,105,1341
New Orleans,AC014,30,24,37,130,86,164,157,107,90,66,40,24,955
New Orleans,AC016,73,68,92,77,81,70,97,65,48,84,66,60,881
New Orleans,AC043,75,70,68,74,90,72,89,90,76,63,51,89,907
New Orleans,AC056,20,18,17,27,24,2,13,13,5,7,10,10,166
New Orleans,DR017,69,28,55,72,87,58,70,104,66,32,53,37,731
New Orleans,DR021,35,24,45,56,100,126,160,157,83,45,31,42,904
New Orleans,DR063,33,26,49,107,65,115,83,112,78,33,50,51,802
New Orleans,DR086,43,54,44,110,49,138,100,128,100,49,22,50,887
New Orleans,HA023,15,15,11,79,25,27,7,16,2,4,18,12,231
New Orleans,HA024,79,65,92,77,88,68,84,79,60,54,90,77,913
New Orleans,HA030,70,95,60,66,66,76,82,80,84,99,100,57,935
New Orleans,HA035,66,69,75,57,110,51,56,57,71,55,88,89,844
New Orleans,JA005,18,16,12,25,22,24,32,83,12,2,15,31,292
New Orleans,JA018,25,31,9,28,30,40,46,71,7,14,8,6,315
New Orleans,JA032,16,18,15,28,36,33,30,76,7,19,20,22,320
New Orleans,JA037,10,16,7,41,41,34,38,53,10,9,13,20,292
New Orleans,JA084,20,15,6,23,31,39,33,67,14,20,13,19,300
New Orleans,JE011,68,71,73,53,88,62,61,63,67,87,74,62,829
New Orleans,JE012,64,74,93,64,54,97,63,69,91,72,68,93,902
New Orleans,JE041,89,85,62,59,100,107,71,65,73,85,80,75,951
New Orleans,JE067,69,81,58,96,87,75,80,71,75,96,80,69,937
New Orleans,JE087,77,93,70,60,100,106,78,55,75,79,68,76,937
New Orleans,SH001,92,84,106,64,57,84,79,76,73,74,62,110,961
New Orleans,SH004,28,21,24,86,138,104,108,112,64,36,32,41,794
New Orleans,SH010,58,52,51,84,78,73,69,101,89,93,71,76,895
New Orleans,SH027,31,47,39,78,91,151,106,89,84,33,31,30,810
New Orleans,SH031,12,9,15,58,92,151,123,154,89,9,10,11,733
New Orleans,SH033,10,23,13,23,15,10,26,10,2,16,20,11,179
New Orleans,SH055,30,37,33,92,109,122,138,135,92,34,40,36,898
New Orleans,SH074,23,29,25,71,110,138,115,109,61,29,42,36,788
New Orleans,SH075,27,39,27,109,120,85,162,101,82,30,37,41,860
New Orleans,SH098,90,79,109,76,68,78,75,93,73,80,79,67,967
New Orleans,SK003,68,80,77,75,88,68,74,74,76,80,75,77,912
New Orleans,SK015,70,61,86,65,66,99,56,104,69,57,74,73,880
New Orleans,SK092,53,89,77,72,76,100,86,72,90,62,84,90,951
New Orleans,SW002,19,17,22,74,84,26,11,9,7,13,10,12,304
New Orleans,SW007,6,20,16,84,79,21,16,21,13,11,5,15,307
New Orleans,SW029,22,8,12,72,87,19,7,16,13,8,16,22,302
New Orleans,SW036,13,7,13,95,62,27,11,10,18,11,9,19,295
New Orleans,SW061,14,18,19,71,93,16,19,10,10,16,9,12,307
New Orleans,T-006,68,58,87,86,67,71,98,101,77,37,73,82,905
New Orleans,T-009,75,109,71,89,89,57,89,82,55,23,68,71,878
New Orleans,T-022,84,59,93,61,78,62,84,86,71,55,90,73,896
New Orleans,T-025,93,66,73,79,85,52,50,65,80,68,98,54,863
New Orleans,T-054,49,64,86,64,76,76,103,63,73,64,66,59,843
New York,AC014,224,226,301,955,632,934,1026,822,614,511,249,192,6686
New York,AC016,469,478,614,472,642,541,640,490,422,552,542,411,6273
New York,AC043,529,625,601,482,729,589,608,643,507,508,423,566,6810
New York,AC056,772,948,605,170,181,14,103,89,476,469,929,719,5475
New York,DR017,397,206,427,527,534,461,509,628,544,243,326,272,5074
New York,DR021,272,177,299,444,647,752,915,1001,523,267,249,298,5844
New York,DR063,254,173,375,622,459,795,723,870,477,216,404,367,5735
New York,DR086,264,357,344,604,396,981,715,1031,639,399,185,300,6215
New York,HA023,852,849,961,555,157,180,63,106,135,488,895,983,6224
New York,HA024,636,452,576,606,542,491,557,526,443,433,636,484,6382
New York,HA030,526,552,492,502,531,534,489,536,474,623,630,480,6369
New York,HA035,599,499,530,488,681,431,490,519,488,447,641,527,6340
New York,JA005,745,771,493,217,176,185,237,482,651,251,775,1080,6063
New York,JA018,880,1108,397,205,187,311,255,611,404,842,786,656,6642
New York,JA032,748,857,599,177,229,206,175,461,454,1052,1066,911,6935
New York,JA037,721,776,692,279,269,261,278,395,615,1016,708,929,6939
New York,JA084,742,654,560,200,192,244,237,605,603,817,610,759,6223
New York,JE011,486,620,409,428,508,447,439,528,529,541,481,507,5923
New York,JE012,555,480,556,442,428,651,504,541,607,558,579,562,6463
New York,JE041,602,555,435,426,603,629,467,501,431,621,602,506,6378
New York,JE067,581,473,465,543,460,648,596,573,492,614,479,590,6514
New York,JE087,457,531,414,509,625,679,652,449,488,591,535,547,6477
New York,SH001,530,555,645,490,446,587,489,510,441,416,444,615,6168
New York,SH004,226,168,197,690,793,749,760,702,443,246,247,227,5448
New York,SH010,462,432,439,563,629,614,485,593,629,589,621,489,6545
New York,SH027,194,277,285,598,756,921,849,737,586,245,248,240,5936
New York,SH031,87,59,92,409,632,960,935,911,632,57,83,71,4928
New York,SH033,798,954,445,136,98,84,180,63,117,566,822,1014,5277
New York,SH055,181,244,249,564,639,722,849,903,646,238,252,257,5744
New York,SH074,173,187,195,574,676,809,824,670,496,256,254,253,5367
New York,SH075,183,234,180,607,978,645,959,741,513,228,240,237,5745
New York,SH098,605,627,653,568,494,582,651,604,511,479,625,422,6821
New York,SK003,462,624,537,625,649,478,636,571,572,467,595,531,6747
New York,SK015,540,495,569,451,426,596,495,588,564,465,594,571,6354
New York,SK092,418,584,512,597,542,621,635,564,574,503,531,685,6766
New York,SW002,700,684,774,538,560,159,73,62,406,829,918,813,6516
New York,SW007,657,843,851,548,583,143,107,160,515,808,681,770,6666
New York,SW029,833,847,804,432,530,154,59,117,467,720,810,861,6634
New York,SW036,995,800,1010,576,507,173,67,69,610,850,612,941,7210
New York,SW061,620,818,941,602,668,110,116,74,558,743,773,778,6801
New York,T-006,463,432,607,584,529,536,577,613,594,252,518,473,6178
New York,T-009,490,660,491,680,530,446,638,496,427,209,467,446,5980
New York,T-022,530,462,562,405,579,537,530,509,452,426,622,419,6033
New York,T-025,624,506,598,568,524,415,448,557,587,474,666,422,6389
New York,T-054,392,473,597,516,600,504,607,536,446,488,557,425,6141
Oakland,AC014,43,36,52,185,115,190,195,165,102,100,47,38,1268
Oakland,AC016,94,80,96,104,125,92,115,101,87,124,114,78,1210
Oakland,AC043,89,98,111,76,119,85,103,105,100,98,70,118,1172
Oakland,AC056,21,16,17,28,29,2,18,17,10,8,19,19,204
Oakland,DR017,80,41,78,96,106,73,97,114,80,41,57,53,916
Oakland,DR021,51,30,46,76,120,120,189,162,83,44,47,55,1023
Oakland,DR063,39,35,73,120,96,169,123,168,85,34,73,56,1071
Oakland,DR086,49,71,66,115,73,189,137,161,103,70,29,56,1119
Oakland,HA023,20,20,20,81,32,33,10,17,2,14,18,16,283
Oakland,HA024,115,75,105,101,97,79,103,103,81,80,103,75,1117
Oakland,HA030,96,99,81,86,88,87,98,115,92,117,120,77,1156
Oakland,HA035,90,87,94,88,115,86,79,88,110,77,127,114,1155
Oakland,JA005,9,15,16,40,36,36,50,100,11,7,18,32,370
Oakland,JA018,22,22,8,40,30,53,53,110,12,26,26,17,419
Oakland,JA032,16,25,12,35,38,37,30,85,7,22,18,28,353
Oakland,JA037,18,20,11,52,46,45,47,80,11,15,11,18,374
Oakland,JA084,13,19,18,34,33,48,41,105,8,13,12,26,370
Oakland,JE011,83,115,75,70,90,92,76,97,103,100,98,80,1079
Oakland,JE012,90,87,96,72,71,112,84,107,108,96,112,118,1153
Oakland,JE041,125,93,82,86,112,97,90,85,69,101,110,111,1161
Oakland,JE067,112,73,76,107,95,126,93,124,88,122,97,92,1205
Oakland,JE087,85,87,71,77,97,130,123,90,96,86,92,104,1138
Oakland,SH001,112,111,105,82,85,117,91,98,86,81,95,116,1179
Oakland,SH004,40,30,33,104,147,141,151,113,86,49,46,40,980
Oakland,SH010,80,67,73,79,92,110,77,114,129,111,98,79,1109
Oakland,SH027,42,56,61,118,127,167,149,119,98,42,52,43,1074
Oakland,SH031,16,10,16,72,117,204,189,133,100,11,15,13,896
Oakland,SH033,14,26,9,21,16,17,28,9,2,14,14,17,187
Oakland,SH055,33,50,50,105,113,118,125,145,99,53,48,48,987
Oakland,SH074,29,35,37,113,123,160,150,118,74,41,40,46,966
Oakland,SH075,32,40,36,106,158,125,167,125,73,40,41,45,988
Oakland,SH098,104,107,98,86,95,97,129,109,83,79,118,67,1172
Oakland,SK003,94,107,98,108,122,74,122,115,111,92,113,105,1261
Oakland,SK015,86,93,87,80,70,115,86,126,101,82,113,100,1139
Oakland,SK092,64,98,103,106,88,121,131,122,110,85,99,103,1230
Oakland,SW002,14,10,22,105,100,31,14,12,10,13,23,24,378
Oakland,SW007,8,16,18,90,125,23,21,29,9,10,14,18,381
Oakland,SW029,10,17,12,91,91,29,11,23,10,12,9,21,336
Oakland,SW036,29,10,33,120,94,26,12,14,8,13,20,32,411
Oakland,SW061,12,13,17,93,135,18,19,14,15,21,17,13,387
Oakland,T-006,88,71,118,112,112,100,117,127,109,52,81,79,1166
Oakland,T-009,101,130,77,109,80,84,122,92,80,33,97,73,1078
Oakland,T-022,83,70,94,88,92,94,90,103,89,69,121,78,1071
Oakland,T-025,118,96,124,99,94,90,82,94,104,89,118,68,1176
Oakland,T-054,74,92,126,86,104,101,107,103,87,89,120,87,1176
Oklahoma City,AC014,63,71,92,309,253,339,280,296,203,160,76,66,2208
